Unnamed: 0,link,usr_name,profit,totBI,totCashes,roi,roiBI,tournaments,abi,itm,tot_tournaments,tot_avFieldSize,tot_avBI,tot_profit,tot_avROI,tot_totROI,ly_tournaments,ly_avFieldSize,ly_avBI,ly_profit,ly_avROI,ly_totROI
199,https://mttmarket.com/users/555b7b380cf2820a8e3ca7e5,AndrewAndrew,2868.34,6711.59,9579.93,42.74,25.56,809,8.3,19.53,7721.0,1214.46,5.56,8301.15,26.56,19.32,3053.0,311.2,8.18,2632.45,33.69,10.54
202,https://mttmarket.com/users/558597c50cf2888715a16f85,SlavaSnigirev,619.07,2030.2,2649.27,30.49,34.5,507,4.0,19.13,2999.0,4481.59,1.19,1190.36,41.93,33.44,970.0,243.34,2.26,1166.28,74.43,53.28
203,https://mttmarket.com/users/5587073c0cf2888715a24de1,ATATA_R0MK0,807.55,3856.8,4664.35,20.94,19.8,848,4.55,17.57,1506.0,1262.73,4.5,1958.1,39.14,28.88,1145.0,302.04,4.44,922.01,27.13,18.13
205,https://mttmarket.com/users/548484760cf24a5c0d9147ac,Bikk87,2885.27,11832.62,14717.89,24.38,19.86,1339,8.84,19.42,10895.0,1172.63,5.35,21874.88,55.83,37.5,2233.0,217.85,7.27,7449.65,61.56,45.91
206,https://mttmarket.com/users/554333e00cf2bb0785a20215,callmarrr,-315.56,5085.09,4769.53,-6.21,40.34,912,5.58,22.04,4802.0,1418.67,4.35,8519.56,66.82,40.76,746.0,426.29,4.5,-30.63,29.14,-0.91
212,https://mttmarket.com/users/559d22600cf2d95aabb25301,Daddygame23,981.98,3081.2,4063.18,31.87,50.73,622,4.95,18.97,12619.0,1864.09,3.36,12879.91,52.96,30.38,1362.0,239.97,2.83,2117.66,76.48,54.97
214,https://mttmarket.com/users/55673e9d0cf25c1c3c03cee9,multison375,-250.02,9529.5,9279.48,-2.62,-8.77,1343,7.1,24.27,18504.0,2763.87,4.34,26221.39,51.82,32.65,524.0,574.14,6.11,843.04,36.64,26.31
216,https://mttmarket.com/users/54514df80cf24a5c0d830bce,MikleD,4857.55,58340.4,63197.95,8.33,8.03,2927,19.93,23.23,12885.0,843.79,8.12,26026.8,54.06,24.88,3817.0,246.13,12.79,15865.66,39.98,32.51
217,https://mttmarket.com/users/5565922f0cf25c1c3c0366c2,Lykov_1988,-1442.87,4179.9,2737.03,-34.52,-31.96,360,11.61,24.17,2335.0,340.72,5.84,12376.22,150.82,90.75,1042.0,261.21,7.1,8713.76,200.19,117.82
218,https://mttmarket.com/users/55de63d761ccb615db2fdcae,chur,-289.35,5615.3,5325.95,-5.15,-25.27,320,17.55,25.0,3180.0,1260.9,12.09,8710.31,75.29,22.66,622.0,312.91,9.31,1281.58,40.02,22.12
222,https://mttmarket.com/users/531082eb4700008946dc9eed,Ugin,11446.79,131997.27,143444.06,8.67,17.1,3839,34.38,17.82,22959.0,563.04,8.13,34060.35,30.2,18.24,1633.0,255.27,39.23,3214.34,30.39,5.02
223,https://mttmarket.com/users/553415b80cf26d1eaea430c8,streln,213.59,5537.59,5751.18,3.86,30.16,1345,4.12,22.6,15775.0,821.49,1.5,3934.22,26.95,16.62,1316.0,314.79,2.71,-200.01,14.61,-5.6
231,https://mttmarket.com/users/55dae70161ccb60bf049cfe8,analyser,-10.98,113.6,102.62,-9.67,-29.25,8,14.2,25.0,78793.0,1041.42,11.85,99123.56,17.62,10.62,1550.0,235.51,5.73,4321.18,60.6,48.63
233,https://mttmarket.com/users/54a2c3b80cf23c2fa9bd70b9,deezder,-3114.18,58289.22,55175.04,-5.34,0.42,2328,25.04,16.24,8727.0,1879.42,21.36,18313.84,26.49,9.83,2012.0,354.21,22.42,2832.94,17.92,6.28
244,https://mttmarket.com/users/5451f3500cf24a5c0d832fd7,DNesteruk,-754.21,21746.21,20992.0,-3.47,6.15,635,34.25,32.76,8014.0,1336.44,16.08,48418.99,46.38,37.57,819.0,412.52,28.18,11332.11,66.56,49.1
247,https://mttmarket.com/users/553a57cb0cf26d1eaea5d96e,PlayAndPray,-365.9,4629.86,4263.96,-7.9,-5.21,779,5.94,20.54,15107.0,512.08,1.25,2278.18,37.65,12.06,3858.0,104.95,1.18,504.16,39.18,11.05
251,https://mttmarket.com/users/555f83450cf25c1c3c024b9b,Johnsonsb4be,5566.98,18198.9,23765.88,30.59,43.55,1823,9.98,17.83,14837.0,647.24,2.95,13241.15,40.8,30.24,5050.0,215.1,3.12,5980.27,57.83,37.93
255,https://mttmarket.com/users/545a17d80cf24a5c0d85cf63,gunning4you,2162.54,32499.51,34662.05,6.65,18.24,2677,12.14,18.9,7079.0,2365.11,8.73,11116.66,50.44,17.99,2711.0,412.55,11.01,5060.98,34.7,16.95
260,https://mttmarket.com/users/556eca530cf2a06f774a83c6,craz1fan,-854.64,24526.47,23671.83,-3.48,-0.42,1173,20.91,16.37,4232.0,327.89,20.04,17369.23,41.98,20.48,3153.0,198.61,20.14,11586.39,33.4,18.24
268,https://mttmarket.com/users/53b17f950cf2c8120d45dbb2,Dartuha,477.71,5008.47,5486.18,9.54,24.46,924,5.42,18.4,11890.0,1407.26,2.02,1047.46,26.61,4.37,1614.0,232.31,3.73,757.79,43.53,12.59
276,https://mttmarket.com/users/545440e10cf24a5c0d83e873,MoWeR,3209.42,10072.04,13281.46,31.86,32.59,973,10.35,18.81,14759.0,2273.98,9.97,61197.51,63.62,41.57,2768.0,325.11,7.96,18012.31,123.37,81.75
277,https://mttmarket.com/users/54ea5a5c0cf25ca3c45fa5fb,sNap364,-850.0,850.0,0.0,0.0,-100.0,3,283.33,0.0,7471.0,1540.98,8.44,28123.74,68.19,44.59,1161.0,349.56,24.22,18701.8,62.53,66.51
280,https://mttmarket.com/users/558ef0fb0cf2888715a56253,mephisto,759.36,8386.19,9145.55,9.05,16.92,1020,8.22,19.31,2184.0,2166.77,7.88,5478.14,21.74,31.83,1090.0,484.62,9.75,2407.3,42.39,22.65
298,https://mttmarket.com/users/545871e80cf24a5c0d855c6d,BPNVolhv,8964.54,19332.75,28297.29,46.37,58.24,2046,9.45,20.92,6157.0,2537.6,7.37,9249.78,32.27,20.38,1791.0,447.19,8.82,6283.7,40.99,39.76
304,https://mttmarket.com/users/556cbc150cf2a06f7748d44a,Jonny_Rixter,1115.15,3855.3,4970.45,28.93,40.32,671,5.75,20.27,1810.0,2457.2,4.0,3513.07,60.71,48.56,1013.0,345.66,4.5,652.34,26.61,14.31
321,https://mttmarket.com/users/556490cf0cf25c1c3c0335ce,Arkalis,394.96,2961.87,3356.83,13.33,23.15,592,5.0,17.06,3878.0,1447.55,2.09,1611.42,36.5,19.93,1583.0,371.29,3.11,654.81,47.55,13.29
342,https://mttmarket.com/users/555b213d0cf2820a8e3c88e0,MTIMachine,260.8,1052.65,1313.45,24.78,86.48,232,4.54,18.97,3132.0,1902.89,1.41,1971.52,46.05,44.71,512.0,231.21,1.6,176.45,25.34,21.49
345,https://mttmarket.com/users/55c30f0961ccb601822713c4,mogican99,-4800.68,7978.48,3177.8,-60.17,11.55,815,9.79,21.47,15536.0,1439.18,1.45,7033.07,51.05,31.19,1679.0,241.67,2.38,1784.54,40.31,44.72
349,https://mttmarket.com/users/553850840cf26d1eaea58063,stardust85,-1330.87,3855.22,2524.35,-34.52,-39.76,290,13.29,16.9,7096.0,947.85,4.08,5603.19,39.8,19.35,844.0,308.44,4.93,154.54,38.82,3.72
351,https://mttmarket.com/users/537e21850cf2c8120d3e893b,NIPk89,-511.48,5408.0,4896.52,-9.46,-6.74,601,9.0,18.47,3719.0,2573.63,6.5,6793.92,45.43,28.09,640.0,328.63,10.04,5124.49,40.13,79.74
375,https://mttmarket.com/users/5538b38a0cf26d1eaea58b80,danissimovip,38552.32,39084.72,77637.04,98.64,38.34,1680,23.26,20.06,14517.0,2685.09,15.68,102920.33,60.91,45.22,1571.0,477.03,23.95,19514.73,54.93,51.86
378,https://mttmarket.com/users/55a247f30cf2c4481c7a7c1b,sulfajjj,7356.28,2040.7,9396.98,360.48,447.16,156,13.08,24.36,1180.0,2882.77,3.35,7909.64,105.39,199.93,490.0,325.66,3.56,1104.85,110.39,63.36
379,https://mttmarket.com/users/55b7b12961ccb6019f64f481,igor791,-243.54,566.5,322.96,-42.99,-20.66,167,3.39,21.56,3272.0,1476.97,1.74,1879.4,50.36,33.07,608.0,233.37,1.57,115.94,38.34,12.12
380,https://mttmarket.com/users/54e1f4000cf2aad4ad05324d,sabakabarabaka63,2833.49,26721.5,29554.99,10.6,13.16,2038,13.11,17.62,13034.0,1122.7,31.92,101208.03,24.99,24.33,2905.0,205.08,9.96,7918.02,34.9,27.36
384,https://mttmarket.com/users/557b28d80cf28887159d80b5,KOHb_blr,3546.13,4636.35,8182.48,76.49,91.76,539,8.6,24.68,23744.0,1779.62,5.45,22565.73,38.37,17.44,2861.0,394.2,7.53,9041.27,74.11,41.99
396,https://mttmarket.com/users/537318450cf2c8120d3cc289,O_o link,6919.72,13401.1,20320.82,51.64,51.43,1919,6.98,21.57,7437.0,2283.84,3.16,8990.49,44.29,38.23,1938.0,308.2,4.07,1192.11,26.81,15.1
398,https://mttmarket.com/users/53a6d1900cf2c8120d4433e7,OutOfControl,-160.3,353.95,193.65,-45.29,-38.73,92,3.85,25.0,299.0,1888.43,1.09,-135.55,-19.11,-41.53,155.0,166.24,0.76,-82.94,-14.97,-69.99
409,https://mttmarket.com/users/537e07290cf2c8120d3e8216,kanelbdoncku,4228.92,8812.83,13041.75,47.99,85.42,1237,7.12,23.36,10006.0,1513.98,6.43,28383.79,56.9,44.11,990.0,264.06,6.7,3227.21,61.44,48.67
411,https://mttmarket.com/users/55ba6abe61ccb6003b3148f1,elmisantropo,85.11,202.45,287.56,42.04,-27.31,58,3.49,27.59,15368.0,653.54,2.79,-146.61,0.25,-0.34,790.0,185.82,1.04,-297.41,-23.17,-36.05
417,https://mttmarket.com/users/52b58ec63800004311d835ed,KAMSHULER,2761.96,177703.88,180465.84,1.55,14.09,4919,36.13,18.05,17963.0,1099.05,12.79,63099.8,48.75,27.47,3643.0,288.51,28.32,7131.05,19.41,6.91
436,https://mttmarket.com/users/549da30f0cf23c3abe0cbd63,Ckopo6oraTbIu,-1257.18,12974.41,11717.23,-9.69,16.05,1135,11.43,21.06,12200.0,2539.24,6.74,11254.5,32.92,13.68,1953.0,336.79,10.02,-21.52,36.92,-0.11
445,https://mttmarket.com/users/54ba43710cf2ef809cce0018,APE66,2326.83,8265.42,10592.25,28.15,40.03,1564,5.28,23.08,21032.0,1921.2,2.45,8552.43,28.42,16.57,1817.0,280.91,3.38,2992.89,59.36,48.79
455,https://mttmarket.com/users/55379e770cf26d1eaea5528c,dieselamq,3007.23,19022.47,22029.7,15.81,16.39,2283,8.33,19.75,9148.0,777.4,4.81,5218.03,23.0,11.86,1682.0,405.44,7.81,6069.65,60.56,46.21
469,https://mttmarket.com/users/53dcb1860cf2295303595b65,Naneeck,9585.48,43865.9,53451.38,21.85,30.07,3181,13.79,15.91,6716.0,2231.88,9.14,21000.38,54.14,34.21,2003.0,334.07,12.74,10302.33,70.85,40.36
478,https://mttmarket.com/users/53dbaf830cf2295303592036,Bectolo4,35285.97,58848.58,94134.55,59.96,76.89,2425,24.27,19.18,14106.0,1560.08,8.82,70214.1,57.43,56.43,1345.0,412.81,20.7,11493.44,63.48,41.29
481,https://mttmarket.com/users/557aae350cf28887159d57f2,Tarh,9316.78,3584.04,12900.82,259.95,223.67,358,10.01,17.04,3700.0,2069.98,2.57,15374.7,98.91,161.49,529.0,409.86,7.38,963.07,34.79,24.68
521,https://mttmarket.com/users/551dc33d0cf25438259dbfc8,Hobbit-hole,800.3,1195.85,1996.15,66.92,67.29,143,8.36,23.78,5398.0,2665.5,3.93,2471.92,68.41,11.66,674.0,409.27,4.53,1760.52,51.54,57.72
523,https://mttmarket.com/users/555b5ba60cf2820a8e3c9cca,luckyvad,100.7,349.79,450.49,28.79,28.66,45,7.77,28.89,2153.0,1050.07,3.58,2599.11,47.46,33.75,261.0,252.2,3.3,163.41,46.3,18.98
565,https://mttmarket.com/users/5424bde20cf22953036f7c3a,Aleks13,4879.27,35555.48,40434.75,13.72,25.47,2036,17.46,15.42,8561.0,326.11,9.31,35566.59,62.75,44.65,2432.0,255.12,13.3,4682.21,19.79,14.48
599,https://mttmarket.com/users/5377d9fd0cf2c8120d3d8aa1,fwd2dreams,4318.54,58059.85,62378.39,7.44,20.58,1513,38.37,23.86,15188.0,1587.06,15.43,70252.24,26.93,29.98,2596.0,362.17,28.52,33639.2,28.33,45.43
608,https://mttmarket.com/users/54c9e1b30cf23c4942907efc,lackerboyzz,-536.21,952.78,416.57,-56.28,-43.08,183,5.21,14.75,4397.0,3637.52,3.16,1541.66,1.07,11.09,302.0,300.46,4.17,-767.29,-28.57,-60.96
632,https://mttmarket.com/users/55ae277361ccb6000f1fa24f,tuuuhuurbboooo,232.52,2018.13,2250.65,11.52,62.56,216,9.34,23.15,6907.0,1121.96,4.72,1895.82,25.9,5.82,2089.0,324.92,4.99,1446.19,26.94,13.87
647,https://mttmarket.com/users/5561d9110cf25c1c3c02ae8c,gertman0,289.17,3405.06,3694.23,8.49,-10.9,288,11.82,22.57,2526.0,3282.89,13.03,9546.45,11.72,29.01,597.0,562.69,13.89,-1848.52,-15.2,-22.3
709,https://mttmarket.com/users/5378a5e90cf2c8120d3da7f6,mAKr0FF,8610.25,13670.19,22280.44,62.99,73.66,2448,5.58,26.8,54500.0,274.53,1.83,49022.81,55.74,49.06,5689.0,143.16,2.15,8606.15,70.09,70.33
719,https://mttmarket.com/users/54adae5b0cf281e421134183,saffron94,-669.28,2484.94,1815.66,-26.93,-27.54,693,3.59,14.72,5586.0,2340.61,1.82,1091.51,12.98,10.73,1152.0,227.34,2.29,-176.4,4.6,-6.69
732,https://mttmarket.com/users/54a6a4990cf23c2fa9beac02,Denfcb,273.38,10165.11,10438.49,2.69,12.45,996,10.21,24.5,8788.0,1361.57,4.23,25662.15,82.06,69.08,512.0,513.67,9.15,4602.58,131.47,98.25
759,https://mttmarket.com/users/551a4fff0cf2f194a94c870a,bluecheek,4069.16,20917.74,24986.9,19.45,-3.77,249,84.01,14.06,8597.0,1303.61,26.72,112857.82,61.18,49.12,1562.0,265.73,39.69,17265.03,35.88,27.85
771,https://mttmarket.com/users/53cfdb340cf25b8ee973216b,ZheksOWN,2370.93,37840.75,40211.68,6.27,15.3,2950,12.83,21.32,5531.0,3608.53,8.5,15337.85,33.74,32.62,1084.0,468.04,9.74,1869.12,30.83,17.71
777,https://mttmarket.com/users/54f6563f0cf22b77804a3f4e,h0aX,845.9,3981.94,4827.84,21.24,66.74,312,12.76,21.47,1067.0,275.43,4.49,3809.16,129.54,79.58,870.0,217.59,4.79,3218.47,106.97,77.21
785,https://mttmarket.com/users/54e6f9700cf2d977cd2da8df,Sergio1306,2990.45,11265.83,14256.28,26.54,40.24,782,14.41,22.12,22175.0,1366.83,17.6,75539.14,26.35,19.35,2158.0,435.98,13.35,3701.7,36.04,12.85
825,https://mttmarket.com/users/552a17e30cf2d767e8af9f59,ALLiBaba,464.66,1748.13,2212.79,26.58,-1.59,220,7.95,18.18,3486.0,1803.52,2.1,6126.52,54.08,83.53,767.0,136.47,1.33,-549.83,7.85,-53.76
848,https://mttmarket.com/users/53aeab830cf2c8120d4571cf,ZhenyaYu,-2834.09,9475.01,6640.92,-29.91,-28.98,797,11.89,19.32,4394.0,2316.61,5.73,4070.98,21.61,16.18,987.0,307.18,6.89,-635.57,-8.36,-9.34
849,https://mttmarket.com/users/53f397340cf22953035f52fd,Viator,13470.63,38582.12,52052.75,34.91,29.98,2691,14.34,17.35,9814.0,395.15,8.01,27510.1,26.2,34.99,2456.0,237.82,13.54,14339.96,38.07,43.12
872,https://mttmarket.com/users/54e375870cf2aad4ad30861c,iLisiy,1717.88,6280.39,7998.27,27.35,8.99,734,8.56,15.94,3451.0,1554.26,7.35,13427.89,145.11,52.91,761.0,468.51,5.23,2291.82,220.06,57.54
874,https://mttmarket.com/users/54d2118a0cf2d7cefb599cf0,DuelAnt,-464.31,734.8,270.49,-63.19,-51.03,107,6.87,13.08,968.0,2076.21,2.5,266.01,31.44,10.99,449.0,249.59,2.47,-87.45,17.52,-7.9
883,https://mttmarket.com/users/53c8e4970cf25b8ee971a85f,Kventin92,9232.1,14580.23,23812.33,63.32,61.57,1476,9.88,26.22,3655.0,2170.42,3.81,14380.83,134.04,103.32,1245.0,285.93,6.85,8530.91,120.14,100.05
895,https://mttmarket.com/users/52e064503f00002508df4921,Nau,14310.8,205626.93,219937.73,6.96,25.3,3922,52.43,16.68,5517.0,1782.67,29.74,45679.21,59.31,27.84,1199.0,440.5,31.46,1556.92,23.05,4.13
911,https://mttmarket.com/users/558186ce0cf28887159f580f,doslan,126.49,404.14,530.63,31.3,73.03,88,4.59,30.68,8528.0,988.22,0.99,1766.51,27.34,21.02,5432.0,110.37,0.77,667.3,20.54,15.99
934,https://mttmarket.com/users/5304c1b22300007427d704a4,ELKY,4259.25,46753.76,51013.01,9.11,8.45,2306,20.27,21.16,7756.0,408.89,16.78,45417.66,50.76,34.91,857.0,275.97,17.34,-308.41,3.05,-2.08
939,https://mttmarket.com/users/53ab16ae0cf2c8120d44e1bd,Macho,14890.96,100011.48,114902.44,14.89,27.2,4206,23.78,19.45,13093.0,1508.8,18.07,64957.87,44.31,27.45,2476.0,276.72,24.16,15409.2,32.08,25.76
942,https://mttmarket.com/users/530d8985470000201edc9d7a,Ovcharman,656.69,129806.45,130463.14,0.51,8.53,4973,26.1,20.59,7832.0,1027.68,16.21,10400.08,20.45,8.19,2326.0,294.43,25.11,3120.64,8.81,5.34
944,https://mttmarket.com/users/54beebf70cf25777584cbfbb,CasualCase!!,4143.19,8070.2,12213.39,51.34,52.37,1650,4.89,24.73,3721.0,971.61,2.19,4345.73,45.64,53.36,2151.0,190.48,2.64,1892.44,47.13,33.3
948,https://mttmarket.com/users/54d173700cf2d7cefb491e41,fishsif,2239.77,3729.83,5969.6,60.05,108.63,460,8.11,26.09,7743.0,2841.97,5.11,6238.64,36.67,15.76,489.0,528.52,6.0,-21.5,1.37,-0.73
950,https://mttmarket.com/users/5372770a0cf2c8120d3cab55,AlexVoz,-215.68,1138.17,922.49,-18.95,-24.37,178,6.39,18.54,4406.0,2908.32,3.18,5117.87,39.14,36.51,1175.0,227.29,1.79,666.12,44.44,31.61
955,https://mttmarket.com/users/53a80f6b0cf2c8120d44639c,F1bonach1,3858.79,180636.79,184495.58,2.14,14.77,6213,29.07,16.5,25898.0,759.81,8.99,40037.13,22.74,17.2,4875.0,324.39,23.55,7719.85,9.77,6.72
965,https://mttmarket.com/users/548acb060cf298ccc7dbd801,DJonik777,8565.37,29993.42,38558.79,28.56,31.2,2347,12.78,19.13,9683.0,1597.22,7.04,43058.37,76.75,63.17,1493.0,377.41,12.25,5642.56,48.76,30.85
996,https://mttmarket.com/users/5373fb2c0cf2c8120d3cf225,Aps,13993.95,148025.86,162019.81,9.45,16.04,3202,46.23,18.3,11341.0,875.61,19.06,53397.3,32.4,24.7,2481.0,322.25,38.76,27568.34,33.46,28.67
1000,https://mttmarket.com/users/5436d0a20cf2c31f2c2961a8,hichnick777,20962.24,40783.51,61745.75,51.4,70.78,2534,16.09,18.67,13208.0,1996.08,6.36,33189.15,41.7,39.53,2622.0,273.47,8.0,6719.45,64.6,32.02
1020,https://mttmarket.com/users/52c9445d5100007894d8954b,samorodok,24446.87,153110.4,177557.27,15.97,22.89,5569,27.49,19.3,11994.0,1651.13,22.01,41645.87,29.08,15.77,3225.0,269.22,26.25,23085.47,40.09,27.27
1025,https://mttmarket.com/users/531e1cea4a00008c3e9547d6,zinka,83526.1,306059.34,389585.44,27.29,19.38,4875,62.78,14.77,22937.0,1255.09,45.61,120112.75,21.56,11.48,2553.0,423.4,71.76,9527.91,16.87,5.2
1033,https://mttmarket.com/users/54587c6e0cf24a5c0d8565a8,sfx,-2026.5,6218.3,4191.8,-32.59,-22.21,791,7.86,19.47,11710.0,1509.5,6.97,16307.8,44.54,19.98,957.0,356.38,6.89,-1574.65,-6.19,-23.88
1036,https://mttmarket.com/users/54b503f40cf29effd95bbfc4,syleiman1990,-1078.49,6560.4,5481.91,-16.44,37.08,121,54.22,19.01,18917.0,1815.45,11.62,62333.26,52.03,28.35,2536.0,441.95,17.64,15860.45,51.55,35.45
1041,https://mttmarket.com/users/552be7140cf26d1eaea2a50e,IwantMLN.,-793.15,1561.73,768.58,-50.79,-31.35,276,5.66,16.67,1226.0,2442.29,4.85,-495.18,-11.72,-8.34,533.0,492.93,6.01,682.9,22.68,21.32
1047,https://mttmarket.com/users/54a172e20cf265030b7fbc46,Shak,17628.0,9202.0,26830.0,191.57,367.22,48,191.71,20.83,10733.0,3782.88,22.0,33678.91,31.03,14.27,1571.0,533.56,43.9,18561.7,32.63,26.92
1077,https://mttmarket.com/users/55509f4d0cf2c149aa1ee093,hARdGAMING,1538.43,6589.73,8128.16,23.35,43.24,292,22.57,29.45,9378.0,1678.56,5.79,14458.33,52.33,26.64,1072.0,446.75,12.31,3336.1,68.52,25.28
1121,https://mttmarket.com/users/543fff170cf24a5c0d7d83c6,Evdik,-105.28,484.0,378.72,-21.75,-22.97,110,4.4,29.09,1802.0,2435.55,2.32,-904.96,10.75,-21.64,388.0,175.49,2.01,117.18,41.34,14.99
1126,https://mttmarket.com/users/54d3e8450cf2d7cefb8b4163,Urrr86,5716.93,19728.78,25445.71,28.98,20.76,1201,16.43,25.23,7063.0,2269.55,9.81,16267.62,45.18,23.49,1320.0,471.08,17.46,4898.65,32.18,21.25
1228,https://mttmarket.com/users/5454b56e0cf24a5c0d840614,codename137,-831.78,7989.43,7157.65,-10.41,7.08,759,10.53,15.94,4844.0,2546.78,4.98,18899.5,134.76,78.31,851.0,363.96,7.78,3518.69,137.71,53.11
1232,https://mttmarket.com/users/545d968e0cf24a5c0d86a461,abram4ik,1256.76,3058.02,4314.78,41.1,42.56,472,6.48,20.55,10434.0,1509.03,2.06,9076.15,64.22,42.21,1194.0,415.04,4.05,2754.0,71.68,57.0
1240,https://mttmarket.com/users/54b3c3330cf21d14c0a8a602,DeZauZeR,8231.13,17366.62,25597.75,47.4,46.5,1271,13.66,20.93,5202.0,906.49,10.8,30955.86,59.77,55.09,3299.0,231.46,13.25,27302.57,83.33,62.45
1288,https://mttmarket.com/users/5518749c0cf2f194a94bfb1c,epicretroll,-5129.41,7700.53,2571.12,-66.61,-60.9,159,48.43,16.35,6902.0,875.59,12.02,38537.52,78.36,46.46,1098.0,419.7,19.87,2701.92,52.78,12.39
1316,https://mttmarket.com/users/54345ab40cf2c31f2c28b568,Sidius,-2078.23,8703.13,6624.9,-23.88,-4.15,1067,8.16,12.56,5954.0,1698.8,3.46,4433.48,46.51,21.51,1704.0,327.26,5.75,2284.11,38.34,23.31
1350,https://mttmarket.com/users/54e338cc0cf2aad4ad29a4d6,MypaBey,254.9,16921.41,17176.31,1.51,16.15,655,25.83,20.31,16250.0,908.2,19.26,105128.93,50.84,33.58,1833.0,374.45,17.04,3755.27,27.04,12.02
1365,https://mttmarket.com/users/5457de8a0cf24a5c0d8537e6,1cebreaker,-1221.22,9795.68,8574.46,-12.47,-14.47,1057,9.27,16.65,6074.0,2760.05,5.62,3190.62,27.71,9.35,1000.0,492.01,7.35,131.58,10.41,1.79
1413,https://mttmarket.com/users/530f3eab4700004638dc9e4d,ouch,5632.17,105695.4,111327.57,5.33,24.9,4433,23.84,18.07,11596.0,1476.06,12.5,34648.35,43.53,23.91,1736.0,337.64,15.87,3643.47,21.34,13.23
1424,https://mttmarket.com/users/5498cdab0cf23c3abe0b517b,denmarina,-147.06,3737.2,3590.14,-3.94,-1.84,472,7.92,17.37,1979.0,900.6,3.78,2134.04,43.17,28.52,1746.0,247.76,3.68,2089.82,43.13,32.54
1476,https://mttmarket.com/users/52d959a82400002a59fc3273,Flat,-5011.35,22968.0,17956.65,-21.82,-8.07,89,258.07,24.72,23189.0,1493.58,58.27,266344.93,49.59,19.71,1660.0,352.94,155.24,38465.83,23.53,14.93
1479,https://mttmarket.com/users/53f4ad310cf22953035fa2a0,SHERIFFmd,739.47,31695.21,32434.68,2.33,11.33,638,49.68,17.87,4843.0,1226.53,28.78,67837.58,72.81,48.68,1008.0,284.5,34.78,40793.35,80.59,116.36
1509,https://mttmarket.com/users/52b48cb8380000af00d83545,AntonTaranov,-21597.6,80881.4,59283.8,-26.7,-18.04,1664,48.61,14.36,8016.0,1898.43,36.35,15710.09,30.71,5.39,541.0,434.98,30.35,-7827.8,-34.72,-47.67
1569,https://mttmarket.com/users/536f69800cf2a0fa0d4533c9,IwentworthI,-9309.45,16315.0,7005.55,-57.06,-58.01,106,153.92,12.26,19121.0,2300.4,24.15,102989.72,43.0,22.3,2499.0,361.1,60.5,54815.14,34.68,36.26
1573,https://mttmarket.com/users/54bff7970cf2b976e1b27ec3,CrazyPoka,5537.17,2584.6,8121.77,214.24,285.3,367,7.04,19.07,16150.0,3777.11,7.82,60765.01,62.14,48.14,561.0,605.51,5.27,55.98,15.63,1.89
1624,https://mttmarket.com/users/532dca89520000b75fa9c556,celtic85182,7918.61,35773.74,43692.35,22.14,20.99,2519,14.2,26.88,7822.0,2273.61,9.78,21176.11,32.51,27.69,607.0,425.52,11.44,-1212.07,-7.03,-17.45
1675,https://mttmarket.com/users/537659e30cf2c8120d3d5029,Pavlentiy,3580.0,942.0,4522.0,380.04,380.42,4,235.5,50.0,4885.0,2324.02,11.93,26752.02,29.08,45.92,1458.0,85.1,20.74,22913.51,33.9,75.76
1679,https://mttmarket.com/users/54bee7430cf25777584cbe6f,sxxx87,-983.3,5923.04,4939.74,-16.6,-9.33,344,17.22,18.02,10005.0,607.13,4.23,12169.21,36.61,28.78,1076.0,316.56,9.15,2655.1,29.62,26.97
1688,https://mttmarket.com/users/53c798740cf25b8ee9716375,Yukozuna,14377.7,53178.2,67555.9,27.04,56.08,2186,24.33,24.11,7041.0,902.0,11.59,35801.41,61.04,43.87,2380.0,281.75,16.5,15095.77,46.21,38.45
1691,https://mttmarket.com/users/530486bd230000ad24d7046c,karamba,1797.1,27017.6,28814.7,6.65,0.04,704,38.38,19.89,10284.0,1636.81,28.78,54564.32,37.18,18.44,1406.0,302.51,36.07,4054.06,16.96,7.99
1764,https://mttmarket.com/users/548a791e0cf298ccc7dbc58e,Nightmare,4157.47,14471.49,18628.96,28.73,10.63,527,27.46,20.3,48229.0,689.92,9.67,68743.16,17.69,14.74,2937.0,231.21,17.8,10343.75,29.66,19.79
1865,https://mttmarket.com/users/53778e240cf2c8120d3d7e92,lavrik19,-815.17,1770.4,955.23,-46.04,-41.64,65,27.24,33.85,17374.0,2777.37,7.72,8005.24,27.11,5.97,2083.0,533.52,19.73,1746.52,19.18,4.25
1869,https://mttmarket.com/users/53865abd0cf2c8120d3fd11a,Leshiy,-1090.77,10261.22,9170.45,-10.63,-9.33,425,24.14,16.71,24587.0,1010.55,10.79,74003.11,40.24,27.91,4317.0,243.68,21.57,18851.61,38.12,20.25
1881,https://mttmarket.com/users/536e790c0cf2614728539b49,77kol0bok77,-700.0,700.0,0.0,0.0,-100.0,1,700.0,0.0,11867.0,1632.84,55.93,340323.46,77.37,51.27,1944.0,339.8,91.2,43692.38,26.79,24.64
1882,https://mttmarket.com/users/52cc50cc51000047c0d8963a,ds10jqka,-1010.7,1332.0,321.3,-75.88,-83.4,9,148.0,11.11,15929.0,1479.79,16.71,51626.42,42.51,19.4,2923.0,381.08,36.3,36488.48,37.77,34.39
